date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:21:07	729/729	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:16:28%20GMT	https://goarrenovations.com/wp-content/themes/constructo/images/swipebox/icons.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/themes/constructo/images/swipebox/icons.png	(from https://goarrenovations.com/wp-content/themes/constructo/css/swipebox.css?ver=6.4.1)
03:21:08	18740/18740	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202023%2017:16:28%20GMT	https://goarrenovations.com/wp-content/themes/constructo/css/boxed/image.jpg	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/themes/constructo/css/boxed/image.jpg	(from https://goarrenovations.com/wp-content/themes/constructo/css/core.css?ver=6.4.1)
03:21:09	10180/10180	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:16:28%20GMT	https://goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-2.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-2.png	(from https://goarrenovations.com/wp-content/themes/constructo/css/core.css?ver=6.4.1)
03:21:10	2847/2847	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:16:28%20GMT	https://goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-3.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-3.png	(from https://goarrenovations.com/wp-content/themes/constructo/css/core.css?ver=6.4.1)
03:21:11	395/395	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:16:28%20GMT	https://goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-5.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-5.png	(from https://goarrenovations.com/wp-content/themes/constructo/css/core.css?ver=6.4.1)
03:21:11	42976/42976	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:16:28%20GMT	https://goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-4.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-4.png	(from https://goarrenovations.com/wp-content/themes/constructo/css/core.css?ver=6.4.1)
03:21:12	8802/8802	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:16:28%20GMT	https://goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-7.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-7.png	(from https://goarrenovations.com/wp-content/themes/constructo/css/core.css?ver=6.4.1)
03:21:13	1756/1756	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:16:28%20GMT	https://goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-9.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-9.png	(from https://goarrenovations.com/wp-content/themes/constructo/css/core.css?ver=6.4.1)
03:21:15	62415/62415	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Nov%202023%2002:21:05%20GMT	https://goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-10.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-10.png	(from https://goarrenovations.com/wp-content/themes/constructo/css/core.css?ver=6.4.1)
03:21:16	326/326	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2009%20Nov%202023%2017:21:13%20GMT	https://goarrenovations.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	(from https://goarrenovations.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.18)
03:21:16	326/326	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2009%20Nov%202023%2017:21:13%20GMT	https://goarrenovations.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	(from https://goarrenovations.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.18)
03:21:16	70/70	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:21:13%20GMT	https://goarrenovations.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://goarrenovations.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.18)
03:21:17	70/70	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:21:13%20GMT	https://goarrenovations.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://goarrenovations.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.18)
03:21:17	70/70	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:21:13%20GMT	https://goarrenovations.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://goarrenovations.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.18)
03:21:17	71/71	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:21:13%20GMT	https://goarrenovations.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://goarrenovations.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.18)
03:21:18	171492/171492	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:16:28%20GMT	https://goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-6.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-6.png	(from https://goarrenovations.com/wp-content/themes/constructo/css/core.css?ver=6.4.1)
03:21:18	90/90	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:21:13%20GMT	https://goarrenovations.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://goarrenovations.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.18)
03:21:18	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2009%20Nov%202023%2017:21:13%20GMT	https://goarrenovations.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://goarrenovations.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.18)
03:21:20	134827/134827	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202023%2017:16:28%20GMT	https://goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-8.png	C:/My%20Web%20Sites/Goar%20renov/goarrenovations.com/wp-content/themes/constructo/css/boxed/pattern-8.png	(from https://goarrenovations.com/wp-content/themes/constructo/css/core.css?ver=6.4.1)
